sample_ID,biological_ID,replicate,temp_ID,location,collection_year,collection_month,collection_day,days_season,collection_date,sample_type,plate_num,plate_well,notes
93-B,93,B,4V93,Kasilof,2022,8,9,96,8/9/2022,sample,2,H1,
94-B,94,B,4V94,Kasilof,2022,8,9,96,8/9/2022,sample,2,A2,
95-B,95,B,4V95,Kasilof,2022,8,9,96,8/9/2022,sample,2,B2,
96-B,96,B,4K96,Kenai,2022,8,9,96,8/9/2022,sample,2,C2,
97-B,97,B,4K97,Kenai,2022,8,9,96,8/9/2022,sample,2,D2,
98-B,98,B,4K98,Kenai,2022,8,9,96,8/9/2022,sample,2,E2,
99-B,99,B,4C99,House,2022,8,9,96,8/9/2022,field_blank,2,F2,
100-B,100,B,4V100,Kasilof,2022,8,17,104,8/17/2022,sample,2,G2,
101-B,101,B,5V101,Kasilof,2022,8,17,104,8/17/2022,sample,2,H2,
102-B,102,B,5V102,Kasilof,2022,8,17,104,8/17/2022,sample,2,A3,
103-B,103,B,5K103,Kenai,2022,8,17,104,8/17/2022,sample,2,B3,
104-B,104,B,5K104,Kenai,2022,8,17,104,8/17/2022,sample,2,C3,
105-B,105,B,5K105,Kenai,2022,8,17,104,8/17/2022,sample,2,D3,
106-B,106,B,5C106,House,2022,8,17,104,8/17/2022,field_blank,2,E3,
107-B,107,B,5V107,Kasilof,2022,8,23,110,8/23/2022,sample,2,F3,
108-B,108,B,5V108,Kasilof,2022,8,23,110,8/23/2022,sample,2,G3,
109-B,109,B,5V109,Kasilof,2022,8,23,110,8/23/2022,sample,2,H3,
110-B,110,B,5K110,Kenai,2022,8,23,110,8/23/2022,sample,2,A4,
111-B,111,B,5K111,Kenai,2022,8,23,110,8/23/2022,sample,2,B4,
112-B,112,B,5K112,Kenai,2022,8,23,110,8/23/2022,sample,2,C4,
113-B,113,B,5C113,House,2022,8,24,111,8/24/2022,field_blank,2,D4,
114-B,114,B,5V114,Kasilof,2022,8,30,117,8/30/2022,sample,2,E4,
115-B,115,B,5V115,Kasilof,2022,8,30,117,8/30/2022,sample,2,F4,
116-B,116,B,5V116,Kasilof,2022,8,30,117,8/30/2022,sample,2,G4,
117-B,117,B,5K117,Kenai,2022,8,30,117,8/30/2022,sample,2,H4,
118-B,118,B,5K118,Kenai,2022,8,30,117,8/30/2022,sample,2,A5,
119-B,119,B,5K119,Kenai,2022,8,30,117,8/30/2022,sample,2,B5,
120-B,120,B,5C120,House,2022,9,1,119,9/1/2022,field_blank,2,C5,
121-B,121,B,5V121,Kasilof,2022,9,7,125,9/7/2022,sample,2,D5,
122-B,122,B,5V122,Kasilof,2022,9,7,125,9/7/2022,sample,2,E5,
123-B,123,B,5V123,Kasilof,2022,9,7,125,9/7/2022,sample,2,F5,
124-B,124,B,5K124,Kenai,2022,9,7,125,9/7/2022,sample,2,G5,
125-B,125,B,5K125,Kenai,2022,9,7,125,9/7/2022,sample,2,H5,
126-B,126,B,6K126,Kenai,2022,9,7,125,9/7/2022,sample,2,A6,
127-B,127,B,6C127,House,2022,9,7,125,9/7/2022,field_blank,2,B6,
128-B,128,B,6V128,Kasilof,2022,9,14,132,9/14/2022,sample,2,C6,
129-B,129,B,6V129,Kasilof,2022,9,14,132,9/14/2022,sample,2,D6,
130-B,130,B,6V130,Kasilof,2022,9,14,132,9/14/2022,sample,2,E7,
131-B,131,B,6K131,Kenai,2022,9,14,132,9/14/2022,sample,2,F7,
132-B,132,B,6K132,Kenai,2022,9,14,132,9/14/2022,sample,2,G6,
133-B,133,B,6K133,Kenai,2022,9,14,132,9/14/2022,sample,2,H6,
134-B,134,B,6K134,House,2022,9,14,132,9/14/2022,field_blank,2,A7,
135-B,135,B,6V135,Kasilof,2022,9,21,139,9/21/2022,sample,2,B7,
136-B,136,B,6V136,Kasilof,2022,9,21,139,9/21/2022,sample,2,C7,
137-B,137,B,6V137,Kasilof,2022,9,21,139,9/21/2022,sample,2,D7,
138-B,138,B,6K138,Kenai,2022,9,21,139,9/21/2022,sample,2,E6,
139-B,139,B,6K139,Kenai,2022,9,21,139,9/21/2022,sample,2,F6,
140-B,140,B,6K140,Kenai,2022,9,21,139,9/21/2022,sample,2,G7,
141-B,141,B,6C141,House,2022,9,21,139,9/21/2022,field_blank,2,H7,
142-B,142,B,6V142,Kasilof,2022,9,28,146,9/28/2022,sample,2,A8,
143-B,143,B,6V143,Kasilof,2022,9,28,146,9/28/2022,sample,2,B8,
144-B,144,B,6V144,Kasilof,2022,9,28,146,9/28/2022,sample,2,C8,
145-B,145,B,6K145,Kenai,2022,9,28,146,9/28/2022,sample,2,D8,
146-B,146,B,6K146,Kenai,2022,9,28,146,9/28/2022,sample,2,E8,
147-B,147,B,6K147,Kenai,2022,9,28,146,9/28/2022,sample,2,F8,
148-B,148,B,6C148,House,2022,9,28,146,9/28/2022,field_blank,2,G8,
149-B,149,B,7V149,Kasilof,2022,10,5,153,10/5/2022,sample,2,H8,
150-B,150,B,7V150,Kasilof,2022,10,5,153,10/5/2022,sample,2,A9,
151-B,151,B,7V151,Kasilof,2022,10,5,153,10/5/2022,sample,2,B9,
152-B,152,B,7K152,Kenai,2022,10,5,153,10/5/2022,sample,2,C9,
153-B,153,B,7K153,Kenai,2022,10,5,153,10/5/2022,sample,2,D9,
154-B,154,B,7K154,Kenai,2022,10,5,153,10/5/2022,sample,2,E9,
155-B,155,B,7C155,House,2022,10,5,153,10/5/2022,field_blank,2,F9,
156-B,156,B,7V156,Kasilof,2022,10,12,160,10/12/2022,sample,2,G9,
157-B,157,B,7V157,Kasilof,2022,10,12,160,10/12/2022,sample,2,H9,
158-B,158,B,7V158,Kasilof,2022,10,12,160,10/12/2022,sample,2,A10,
159-B,159,B,7K159,Kenai,2022,10,12,160,10/12/2022,sample,2,B10,
160-B,160,B,7K160,Kenai,2022,10,12,160,10/12/2022,sample,2,C10,
161-B,161,B,7K161,Kenai,2022,10,12,160,10/12/2022,sample,2,D10,
162-B,162,B,7C162,House,2022,10,12,160,10/12/2022,field_blank,2,E10,
163-B,163,B,7V163,Kasilof,2022,10,18,166,10/18/2022,sample,2,F10,
164-B,164,B,7V164,Kasilof,2022,10,18,166,10/18/2022,sample,2,G10,
165-B,165,B,7V165,Kasilof,2022,10,18,166,10/18/2022,sample,2,H10,
166-B,166,B,7K166,Kenai,2022,10,18,166,10/18/2022,sample,2,A11,
167-B,167,B,7K167,Kenai,2022,10,18,166,10/18/2022,sample,2,B11,
168-B,168,B,7K168,Kenai,2022,10,18,166,10/18/2022,sample,2,C11,
169-B,169,B,7C169,House,2022,10,18,166,10/18/2022,field_blank,2,D11,
170-B,170,B,7V170,Kasilof,2022,10,25,173,10/25/2022,sample,2,E11,
171-B,171,B,7V171,Kasilof,2022,10,25,173,10/25/2022,sample,2,F11,
172-B,172,B,7V172,Kasilof,2022,10,25,173,10/25/2022,sample,2,G11,
173-B,173,B,7K173,Kenai,2022,10,25,173,10/25/2022,sample,2,H11,
174-B,174,B,7K174,Kenai,2022,10,25,173,10/25/2022,sample,2,A12,
175-B,175,B,7K175,Kenai,2022,10,25,173,10/25/2022,sample,2,B12,
176-B,176,B,7C176,House,2022,10,26,174,10/26/2022,field_blank,2,C12,
H2O1-B,H2O1,B,H2O1,Lab,2023,10,14,527,10/14/2023,pcr_blank,1,F12,
H2O2-B,H2O2,B,H2O2,Lab,2023,10,14,527,10/14/2023,pcr_blank,1,G12,
STURG1-B,STURG1,B,STURG1,Lab,2023,10,14,527,10/14/2023,positive,1,H12,
H2O3-B,H2O3,B,H2O3,Lab,2023,10,14,527,10/14/2023,pcr_blank,2,D12,
H2O4-B,H2O4,B,H2O4,Lab,2023,10,14,527,10/14/2023,pcr_blank,2,E12,
STURG2-B,STURG2,B,STURG2,Lab,2023,10,14,527,10/14/2023,positive,2,F12,
1-C,1,C,1K1,Kenai,2022,5,6,1,5/6/2022,sample,1,A1,
2-C,2,C,1K2,Kenai,2022,5,6,1,5/6/2022,sample,1,B1,
3-C,3,C,1K3,Kenai,2022,5,6,1,5/6/2022,sample,1,C1,
4-C,4,C,1K4,Kenai,2022,5,6,1,5/6/2022,sample,1,D1,
5-C,5,C,1K5,Kenai,2022,5,6,1,5/6/2022,sample,1,E1,
6-C,6,C,1K6,Kenai,2022,5,6,1,5/6/2022,sample,1,F1,
7-C,7,C,1C7,House,2022,5,6,1,5/6/2022,field_blank,1,G1,
8-C,8,C,1K8,Kenai,2022,5,11,6,5/11/2022,sample,1,H1,
9-C,9,C,1K9,Kenai,2022,5,11,6,5/11/2022,sample,1,A2,
10-C,10,C,1K10,Kenai,2022,5,11,6,5/11/2022,sample,1,B2,
11-C,11,C,1C11,House,2022,5,11,6,5/11/2022,field_blank,1,C2,
12-C,12,C,1K12,Kenai,2022,5,17,12,5/17/2022,sample,1,D2,
13-C,13,C,1K13,Kenai,2022,5,17,12,5/17/2022,sample,1,E2,
14-C,14,C,1K14,Kenai,2022,5,17,12,5/17/2022,sample,1,F2,
15-C,15,C,1C15,House,2022,5,17,12,5/17/2022,field_blank,1,G2,
16-C,16,C,1K16,Kenai,2022,5,24,19,5/24/2022,sample,1,H2,
17-C,17,C,1K17,Kenai,2022,5,24,19,5/24/2022,sample,1,A3,
18-C,18,C,1K18,Kenai,2022,5,24,19,5/24/2022,sample,1,B3,
19-C,19,C,1V19,Kasilof,2022,5,24,19,5/24/2022,sample,1,C3,
20-C,20,C,1V20,Kasilof,2022,5,24,19,5/24/2022,sample,1,D3,
21-C,21,C,1V21,Kasilof,2022,5,24,19,5/24/2022,sample,1,E3,
22-C,22,C,1C22,House,2022,5,24,19,5/24/2022,field_blank,1,F3,
23-C,23,C,1V23,Kasilof,2022,5,31,26,5/31/2022,sample,1,G3,
24-C,24,C,1V24,Kasilof,2022,5,31,26,5/31/2022,sample,1,H3,
25-C,25,C,1V25,Kasilof,2022,5,31,26,5/31/2022,sample,1,"A4, A5",
26-C,26,C,2K26,Kenai,2022,5,31,26,5/31/2022,sample,1,"B4, B5",
27-C,27,C,2K27,Kenai,2022,5,31,26,5/31/2022,sample,1,"C4, C5",
28-C,28,C,2K28,Kenai,2022,5,31,26,5/31/2022,sample,1,"D4, D5",
29-C,29,C,2C29,House,2022,5,31,26,5/31/2022,field_blank,1,"E4, E5",
30-C,30,C,2V30,Kasilof,2022,6,7,33,6/7/2022,sample,1,"F4, F5",
31-C,31,C,2V31,Kasilof,2022,6,7,33,6/7/2022,sample,1,"G4, G5",
32-C,32,C,2V32,Kasilof,2022,6,7,33,6/7/2022,sample,1,"H4, H5",
33-C,33,C,2K33,Kenai,2022,6,7,33,6/7/2022,sample,1,A6,
34-C,34,C,2K34,Kenai,2022,6,7,33,6/7/2022,sample,1,C6,
35-C,35,C,2K35,Kenai,2022,6,7,33,6/7/2022,sample,1,B6,
36-C,36,C,2C36,House,2022,6,7,33,6/7/2022,field_blank,1,D6,
37-C,37,C,2K37,Kenai,2022,6,14,40,6/14/2022,sample,1,E6,
38-C,38,C,2K38,Kenai,2022,6,14,40,6/14/2022,sample,1,F6,
39-C,39,C,2K39,Kenai,2022,6,14,40,6/14/2022,sample,1,G6,
40-C,40,C,2V40,Kasilof,2022,6,14,40,6/14/2022,sample,1,H6,
41-C,41,C,2V41,Kasilof,2022,6,14,40,6/14/2022,sample,1,A7,
42-C,42,C,2V42,Kasilof,2022,6,14,40,6/14/2022,sample,1,B7,
43-C,43,C,2C43,House,2022,6,15,41,6/15/2022,field_blank,1,C7,
44-C,44,C,2V44,Kasilof,2022,6,21,47,6/21/2022,sample,1,D7,
45-C,45,C,2V45,Kasilof,2022,6,21,47,6/21/2022,sample,1,E7,
46-C,46,C,2V46,Kasilof,2022,6,21,47,6/21/2022,sample,1,F7,
47-C,47,C,2K47,Kenai,2022,6,21,47,6/21/2022,sample,1,G7,
48-C,48,C,2K48,Kenai,2022,6,21,47,6/21/2022,sample,1,H7,
49-C,49,C,2K49,Kenai,2022,6,21,47,6/21/2022,sample,1,A8,
50-C,50,C,2C50,House,2022,6,22,48,6/22/2022,field_blank,1,B8,
51-C,51,C,3V51,Kasilof,2022,6,28,54,6/28/2022,sample,1,C8,
52-C,52,C,3V52,Kasilof,2022,6,28,54,6/28/2022,sample,1,D8,
53-C,53,C,3V53,Kasilof,2022,6,28,54,6/28/2022,sample,1,E8,
54-C,54,C,3K54,Kenai,2022,6,28,54,6/28/2022,sample,1,F8,
55-C,55,C,3K55,Kenai,2022,6,28,54,6/28/2022,sample,1,G8,
56-C,56,C,3K56,Kenai,2022,6,28,54,6/28/2022,sample,1,H8,
57-C,57,C,3C57,House,2022,6,28,54,6/28/2022,field_blank,1,A9,
58-C,58,C,3V58,Kasilof,2022,7,5,61,7/5/2022,sample,1,B9,
59-C,59,C,3V59,Kasilof,2022,7,5,61,7/5/2022,sample,1,C9,
60-C,60,C,3V60,Kasilof,2022,7,5,61,7/5/2022,sample,1,D9,
61-C,61,C,3K61,Kenai,2022,7,5,61,7/5/2022,sample,1,E9,
62-C,62,C,3K62,Kenai,2022,7,5,61,7/5/2022,sample,1,F9,
63-C,63,C,3K62,Kenai,2022,7,5,61,7/5/2022,sample,1,G9,
64-C,64,C,3C64,House,2022,7,5,61,7/5/2022,field_blank,1,H9,
65-C,65,C,3V65,Kasilof,2022,7,12,68,7/12/2022,sample,1,A10,
66-C,66,C,3V66,Kasilof,2022,7,12,68,7/12/2022,sample,1,B10,
67-C,67,C,3V67,Kasilof,2022,7,12,68,7/12/2022,sample,1,C10,
68-C,68,C,3V68,Kenai,2022,7,12,68,7/12/2022,sample,1,D10,
69-C,69,C,3V69,Kenai,2022,7,12,68,7/12/2022,sample,1,E10,
70-C,70,C,3K70,Kenai,2022,7,12,68,7/12/2022,sample,1,F10,
71-C,71,C,3C71,House,2022,7,12,68,7/12/2022,field_blank,1,G10,
72-C,72,C,3V72,Kasilof,2022,7,20,76,7/20/2022,sample,1,H10,
73-C,73,C,3V73,Kasilof,2022,7,20,76,7/20/2022,sample,1,A11,
74-C,74,C,3V74,Kasilof,2022,7,20,76,7/20/2022,sample,1,B11,
75-C,75,C,3K75,Kenai,2022,7,20,76,7/20/2022,sample,1,C11,
76-C,76,C,4K76,Kenai,2022,7,20,76,7/20/2022,sample,1,D11,
77-C,77,C,4K77,Kenai,2022,7,20,76,7/20/2022,sample,1,E11,
78-C,78,C,4C78,House,2022,7,20,76,7/20/2022,field_blank,1,F11,
79-C,79,C,4V79,Kasilof,2022,7,26,82,7/26/2022,sample,1,G11,
80-C,80,C,4V80,Kasilof,2022,7,26,82,7/26/2022,sample,1,H11,
81-C,81,C,4V81,Kasilof,2022,7,26,82,7/26/2022,sample,1,A12,
82-C,82,C,4K82,Kenai,2022,7,26,82,7/26/2022,sample,1,B12,
83-C,83,C,4K83,Kenai,2022,7,26,82,7/26/2022,sample,1,C12,
84-C,84,C,4K84,Kenai,2022,7,26,82,7/26/2022,sample,1,D12,
85-C,85,C,4C85,House,2022,7,27,83,7/27/2022,field_blank,1,E12,
86-C,86,C,4V86,Kasilof,2022,8,2,89,8/2/2022,sample,2,A1,
87-C,87,C,4V87,Kasilof,2022,8,2,89,8/2/2022,sample,2,B1,
88-C,88,C,4V88,Kasilof,2022,8,2,89,8/2/2022,sample,2,C1,
89-C,89,C,4K89,Kenai,2022,8,2,89,8/2/2022,sample,2,D1,
90-C,90,C,4K90,Kenai,2022,8,2,89,8/2/2022,sample,2,E1,
91-C,91,C,4K91,Kenai,2022,8,2,89,8/2/2022,sample,2,F1,
92-C,92,C,4C92,House,2022,8,2,89,8/2/2022,field_blank,2,G1,
93-C,93,C,4V93,Kasilof,2022,8,9,96,8/9/2022,sample,2,H1,
94-C,94,C,4V94,Kasilof,2022,8,9,96,8/9/2022,sample,2,A2,
95-C,95,C,4V95,Kasilof,2022,8,9,96,8/9/2022,sample,2,B2,
96-C,96,C,4K96,Kenai,2022,8,9,96,8/9/2022,sample,2,C2,
97-C,97,C,4K97,Kenai,2022,8,9,96,8/9/2022,sample,2,D2,
98-C,98,C,4K98,Kenai,2022,8,9,96,8/9/2022,sample,2,E2,
99-C,99,C,4C99,House,2022,8,9,96,8/9/2022,field_blank,2,F2,
100-C,100,C,4V100,Kasilof,2022,8,17,104,8/17/2022,sample,2,G2,
101-C,101,C,5V101,Kasilof,2022,8,17,104,8/17/2022,sample,2,H2,
102-C,102,C,5V102,Kasilof,2022,8,17,104,8/17/2022,sample,2,A3,
103-C,103,C,5K103,Kenai,2022,8,17,104,8/17/2022,sample,2,B3,
104-C,104,C,5K104,Kenai,2022,8,17,104,8/17/2022,sample,2,C3,
105-C,105,C,5K105,Kenai,2022,8,17,104,8/17/2022,sample,2,D3,
106-C,106,C,5C106,House,2022,8,17,104,8/17/2022,field_blank,2,E3,
107-C,107,C,5V107,Kasilof,2022,8,23,110,8/23/2022,sample,2,F3,
108-C,108,C,5V108,Kasilof,2022,8,23,110,8/23/2022,sample,2,G3,
109-C,109,C,5V109,Kasilof,2022,8,23,110,8/23/2022,sample,2,H3,
110-C,110,C,5K110,Kenai,2022,8,23,110,8/23/2022,sample,2,A4,
111-C,111,C,5K111,Kenai,2022,8,23,110,8/23/2022,sample,2,B4,
112-C,112,C,5K112,Kenai,2022,8,23,110,8/23/2022,sample,2,C4,
113-C,113,C,5C113,House,2022,8,24,111,8/24/2022,field_blank,2,D4,
114-C,114,C,5V114,Kasilof,2022,8,30,117,8/30/2022,sample,2,E4,
115-C,115,C,5V115,Kasilof,2022,8,30,117,8/30/2022,sample,2,F4,
116-C,116,C,5V116,Kasilof,2022,8,30,117,8/30/2022,sample,2,G4,
117-C,117,C,5K117,Kenai,2022,8,30,117,8/30/2022,sample,2,H4,
118-C,118,C,5K118,Kenai,2022,8,30,117,8/30/2022,sample,2,A5,
119-C,119,C,5K119,Kenai,2022,8,30,117,8/30/2022,sample,2,B5,
120-C,120,C,5C120,House,2022,9,1,119,9/1/2022,field_blank,2,C5,
121-C,121,C,5V121,Kasilof,2022,9,7,125,9/7/2022,sample,2,D5,
122-C,122,C,5V122,Kasilof,2022,9,7,125,9/7/2022,sample,2,E5,
123-C,123,C,5V123,Kasilof,2022,9,7,125,9/7/2022,sample,2,F5,
124-C,124,C,5K124,Kenai,2022,9,7,125,9/7/2022,sample,2,G5,
125-C,125,C,5K125,Kenai,2022,9,7,125,9/7/2022,sample,2,H5,
126-C,126,C,6K126,Kenai,2022,9,7,125,9/7/2022,sample,2,A6,
127-C,127,C,6C127,House,2022,9,7,125,9/7/2022,field_blank,2,B6,
128-C,128,C,6V128,Kasilof,2022,9,14,132,9/14/2022,sample,2,C6,
129-C,129,C,6V129,Kasilof,2022,9,14,132,9/14/2022,sample,2,D6,
130-C,130,C,6V130,Kasilof,2022,9,14,132,9/14/2022,sample,2,E7,
131-C,131,C,6K131,Kenai,2022,9,14,132,9/14/2022,sample,2,F7,
132-C,132,C,6K132,Kenai,2022,9,14,132,9/14/2022,sample,2,G6,
133-C,133,C,6K133,Kenai,2022,9,14,132,9/14/2022,sample,2,H6,
134-C,134,C,6K134,House,2022,9,14,132,9/14/2022,field_blank,2,A7,
135-C,135,C,6V135,Kasilof,2022,9,21,139,9/21/2022,sample,2,B7,
136-C,136,C,6V136,Kasilof,2022,9,21,139,9/21/2022,sample,2,C7,
137-C,137,C,6V137,Kasilof,2022,9,21,139,9/21/2022,sample,2,D7,
138-C,138,C,6K138,Kenai,2022,9,21,139,9/21/2022,sample,2,E6,
139-C,139,C,6K139,Kenai,2022,9,21,139,9/21/2022,sample,2,F6,
140-C,140,C,6K140,Kenai,2022,9,21,139,9/21/2022,sample,2,G7,
141-C,141,C,6C141,House,2022,9,21,139,9/21/2022,field_blank,2,H7,
142-C,142,C,6V142,Kasilof,2022,9,28,146,9/28/2022,sample,2,A8,
143-C,143,C,6V143,Kasilof,2022,9,28,146,9/28/2022,sample,2,B8,
144-C,144,C,6V144,Kasilof,2022,9,28,146,9/28/2022,sample,2,C8,
145-C,145,C,6K145,Kenai,2022,9,28,146,9/28/2022,sample,2,D8,
146-C,146,C,6K146,Kenai,2022,9,28,146,9/28/2022,sample,2,E8,
147-C,147,C,6K147,Kenai,2022,9,28,146,9/28/2022,sample,2,F8,
148-C,148,C,6C148,House,2022,9,28,146,9/28/2022,field_blank,2,G8,
149-C,149,C,7V149,Kasilof,2022,10,5,153,10/5/2022,sample,2,H8,
150-C,150,C,7V150,Kasilof,2022,10,5,153,10/5/2022,sample,2,A9,
151-C,151,C,7V151,Kasilof,2022,10,5,153,10/5/2022,sample,2,B9,
152-C,152,C,7K152,Kenai,2022,10,5,153,10/5/2022,sample,2,C9,
153-C,153,C,7K153,Kenai,2022,10,5,153,10/5/2022,sample,2,D9,
154-C,154,C,7K154,Kenai,2022,10,5,153,10/5/2022,sample,2,E9,
155-C,155,C,7C155,House,2022,10,5,153,10/5/2022,field_blank,2,F9,
156-C,156,C,7V156,Kasilof,2022,10,12,160,10/12/2022,sample,2,G9,
157-C,157,C,7V157,Kasilof,2022,10,12,160,10/12/2022,sample,2,H9,
158-C,158,C,7V158,Kasilof,2022,10,12,160,10/12/2022,sample,2,A10,
159-C,159,C,7K159,Kenai,2022,10,12,160,10/12/2022,sample,2,B10,
160-C,160,C,7K160,Kenai,2022,10,12,160,10/12/2022,sample,2,C10,
161-C,161,C,7K161,Kenai,2022,10,12,160,10/12/2022,sample,2,D10,
162-C,162,C,7C162,House,2022,10,12,160,10/12/2022,field_blank,2,E10,
163-C,163,C,7V163,Kasilof,2022,10,18,166,10/18/2022,sample,2,F10,
164-C,164,C,7V164,Kasilof,2022,10,18,166,10/18/2022,sample,2,G10,
165-C,165,C,7V165,Kasilof,2022,10,18,166,10/18/2022,sample,2,H10,
166-C,166,C,7K166,Kenai,2022,10,18,166,10/18/2022,sample,2,A11,
167-C,167,C,7K167,Kenai,2022,10,18,166,10/18/2022,sample,2,B11,
168-C,168,C,7K168,Kenai,2022,10,18,166,10/18/2022,sample,2,C11,
169-C,169,C,7C169,House,2022,10,18,166,10/18/2022,field_blank,2,D11,
170-C,170,C,7V170,Kasilof,2022,10,25,173,10/25/2022,sample,2,E11,
171-C,171,C,7V171,Kasilof,2022,10,25,173,10/25/2022,sample,2,F11,
172-C,172,C,7V172,Kasilof,2022,10,25,173,10/25/2022,sample,2,G11,
173-C,173,C,7K173,Kenai,2022,10,25,173,10/25/2022,sample,2,H11,
174-C,174,C,7K174,Kenai,2022,10,25,173,10/25/2022,sample,2,A12,
175-C,175,C,7K175,Kenai,2022,10,25,173,10/25/2022,sample,2,B12,
176-C,176,C,7C176,House,2022,10,26,174,10/26/2022,field_blank,2,C12,
H2O1-C,H2O1,C,H2O1,Lab,2023,10,14,527,10/14/2023,pcr_blank,1,F12,
H2O2-C,H2O2,C,H2O2,Lab,2023,10,14,527,10/14/2023,positive,1,G12,
STURG1-C,STURG1,C,STURG1,Lab,2023,10,14,527,10/14/2023,pcr_blank,1,H12,
H2O3-C,H2O3,C,H2O3,Lab,2023,10,14,527,10/14/2023,pcr_blank,2,D12,
H2O4-C,H2O4,C,H2O4,Lab,2023,10,14,527,10/14/2023,positive,2,E12,
STURG2-C,STURG2,C,STURG2,Lab,2023,10,14,527,10/14/2023,pcr_blank,2,F12,
